"fac","subj","crsnum","longtitle"
ED,INSC,2300,Inquiries into Schooling
ED,INTG,3020,Integration Through Arts-J/I Division
ED,IT,3051,Teaching Italian in the Intermediate Senior Division
ED,ITEC,3051,Teaching and Learning Information and Communications Technology in the Intermediate/Senior Division
ED,JIAL,3040,The Adolescent Learner in the Elementary Intermediate Division
ED,JICO,3020,Teaching Curriculum in the Junior and Intermediate Divisions
ED,JICO,3021,Science and Technology in the Junior Intermediate Divisions
ED,JICO,3022,Health and Physical Education in the Junior Intermediate Division
ED,JICO,3023,Integrating Curriculum:  Teaching Arts and Social Studies in the J/I Divisions
ED,JILA,3020,Teaching Language in the Junior and Intermediate Divisions
ED,JILA,3021,Teaching Language in the Junior/Intermediate Division
ED,JIMA,3020,Teaching Mathematics in the Junior and Intermediate Divisions
ED,JIMA,3021,Teaching Mathematics in the Junior/Intermediate Division
ED,LAW,3051,Teaching and Learning Law in the Intermediate/Senior Division
ED,LLDV,3735,Language and Literacy Development 1
ED,LLDV,3736,Language and Literacy Development in Deaf and Hard of Hearing Learners II
ED,MATH,3041,Teaching Mathematics in the Intermediate Division
ED,MATH,3051,Teaching Mathematics in the Intermediate  Senior Division
ED,MUSI,3041,Teaching Music in the Intermediate Division
ED,MUSI,3051,Teaching Music in the Intermediate  Senior Division
ED,ORCO,3540,Listening and Speaking with Deaf and Hard of Hearing Learners
ED,PHED,3041,Teaching Physical Education in the Intermediate Division
ED,PHED,3051,Teaching Physical Education in the Intermediate  Senior Division
ED,PHIL,3051,Teaching Philosophy: Intermediate and Senior Divisions
ED,PHYS,3051,Teaching Physics in the Intermediate  Senior Division
ED,PJEP,3400,Teaching As Reflective Practice
ED,PJFA,3500,Integrated Fine Arts
ED,PJIE,3500,Inclusive Education In The P/J Div.
ED,PJLC,3500,Literacy & Culture
ED,PJMS,3500,"Mathematics, Science & Technology"
ED,POLS,3051,Teaching Political Science in the I/S Division
ED,PRAC,2100,Practicum
ED,PRAC,2100,Practicum 1
ED,PRAC,3100,Practicum 2
ED,PRAC,4000,Practicum Seminar  ED 2 and ED 3
ED,PRAC,4000,Practicum Seminar ED 2 and ED 3
ED,PRIJ,3030,Teaching & Curriculum in P/J Divisions
ED,PRIJ,3031,Science and Technology in the Primary Junior Divisions
ED,PRIJ,3032,Health and Physical Education in the Primary Junior Division
ED,PRIJ,3033,The Arts and Social Studies: Integrating Curriculum Primary Junior
ED,PRJL,3030,Teaching Language in the Primary-Junior Divisions
ED,PRJL,3031,Teaching Language in the P/J Division
ED,PRJM,3030,Teaching Mathematics in the Primary-Junior Divisions
ED,PRJM,3031,Teaching Mathematics in the P/J Division
ED,RELS,3041,Teaching Religion in the Intermediate Division
ED,RELS,3051,Teaching Religion in the Intermediate Senior Division
ED,SCIE,3041,Teaching Science in the Intermediate Division
ED,SCIE,3051,Teaching Science in the Intermediate Senior Division
ED,SLGS,3510,Educational Use of Signs
ED,SLGS,3525,American Sign Language 2
ED,SOSC,3051,Teaching and Learning Social Sciences in the Intermediate/Senior Division
ED,SPAN,3051,Teaching and Learning Spanish in the Intermediate/Senior Division
ED,TECH,3050,Curriculum Connections for Technological
ED,TECH,3051,Technological Education as a Teachable
ED,TESL,3200,Methodology of Teaching English to Speakers of Other Languages
ED,TESL,3300,Practicum in Teaching English to Speakers of Other Languages
ED,TLSE,3715,Practicum - Full-time Program
ED,TLSE,3715,Teaching and Learning Seminar
ED,TLSE,3716,Practicum 1 - PT Program
ED,TLSE,3717,Practicum 2 - PT Program
ED,TLSE,3725,Teaching Deaf and Hard of Hearing Learners in Inclusive Settings
ED,VISA,3041,Teaching the Visual Arts in the Intermediate Division
ED,VISA,3051,Teaching Visual Arts in the Intermediate Senior Division
ES,ENVS,1000,Earth in Our Hands:  Introduction to Environmental Studies
ES,ENVS,1200,Taking Action: Engaging People and the Environment
ES,ENVS,1500,Introduction to Environmental Science: The Web of Life
ES,ENVS,1800,Environmental Writing / Writing the Environment
ES,ENVS,1900,Uncovering the Body: Interdisciplinary Perspectives
ES,ENVS,2009,Quantitative Methods in Environmental Studies
ES,ENVS,2100,"Foundations in Environment and Culture: Philosophy, Arts, Technology, and Education"
ES,ENVS,2120,Introduction to Natural History
ES,ENVS,2122,Community Arts for Social Change
ES,ENVS,2150,"Environment, Technology and Sustainable Society"
ES,ENVS,2200,"Foundations of Urban and Regional Environments: Analysis, Planning, and Design"
ES,ENVS,2300,"Foundations of Environmental Politics:  Development, Globalization, and Justice"
ES,ENVS,2400,"Foundations of Environmental Management: Policy, Resources and Conservation"
ES,ENVS,2410,The Science of Pollution: Impacts on the Environment and Human Health
ES,ENVS,2420,Ecology and Conservation Science
ES,ENVS,3000,Environmental Ethics and Epistemology
ES,ENVS,3010,Qualitative Methods in Environmental Studies
ES,ENVS,3120,Environmental History
ES,ENVS,3122,Community and Environmental Arts Workshop
ES,ENVS,3125,Popular Education for Environmental and Social Justice
ES,ENVS,3130,Energy and the Environment in Canada
ES,ENVS,3140,Environmental and Sustainability Education
ES,ENVS,3150,Human/Non-Human Animal Relations
ES,ENVS,3151,Environmental Politics and Advocacy
ES,ENVS,3160,Race/Racism and Environmental Justice
ES,ENVS,3225,Regional Governance
ES,ENVS,3226,Sustainable Urbanism:  Environmental Planning and Design
ES,ENVS,3227,Urban Planning and Practice in the Global South
ES,ENVS,3310,Tropical Conservation and Sustainable Development
ES,ENVS,3320,"Sex, Gender, Nature:  Ecofeminist Perspectives"
ES,ENVS,3340,Global Environmental Politics
ES,ENVS,3400,Introduction to Climate Change Science and Policy
ES,ENVS,3410,Environmental Policy I
ES,ENVS,3420,Environmental Law
ES,ENVS,3430,Environmental Assessment
ES,ENVS,3440,Resource Management
ES,ENVS,3450,Environment and Health: Social and Political Dimensions
ES,ENVS,3505,Business and Sustainability:  Issues and Strategies
ES,ENVS,3510,Environmental Economics
ES,ENVS,3520,Applications of Geographic Information Systems in Environmental Studies
ES,ENVS,3710,Landscape Ecology
ES,ENVS,3740,Urban Ecology
ES,ENVS,3800,Climate Justice
ES,ENVS,3900,Directed Reading
ES,ENVS,4000,Senior Honours Work Seminar
ES,ENVS,4001,Internship Program
ES,ENVS,4011,"Food, Land and Culture"
ES,ENVS,4140,Environmental Thought
ES,ENVS,4161,"Social Movements, Activism and Social Change"
ES,ENVS,4210,Global Populations: Critical Environmental Perspectives
ES,ENVS,4220,Urbanization in Developing Countries
ES,ENVS,4223,Global Cities
ES,ENVS,4225,Urban Sustainability I
ES,ENVS,4312,Global Justice & International Humanitarianism
ES,ENVS,4320,Gender & Development
ES,ENVS,4400,"Fundamentals of Renewable Energy: Theory, Policy and Practice"
ES,ENVS,4401,"Fundamentals of Energy Efficiency: Theory, Policy and Practice in a Canadian Context"
ES,ENVS,4402,Climate Change Mitigation
ES,ENVS,4420,"Environment, Media, Culture and Communication"
ES,ENVS,4421,Environmental Law & Justice:  Stories and Struggles
ES,ENVS,4430,Impact Assessment Process & Practice
ES,ENVS,4440,Environmental Disasters
ES,ENVS,4442,Environmental Auditing
ES,ENVS,4446,Protected Area Management
ES,ENVS,4520,Geographical Information Systems Applications in Environmental Studies
ES,ENVS,4523,Systems Thinking in Environmental Studies: Theory and Methodologies
ES,ENVS,4700,Urban Ecologies Workshop
ES,ENVS,4750,Political Ecology of Landscape
ES,ENVS,4900,Directed Study
ES,ENVS,5011,"Food, Land, and Culture"
ES,ENVS,5016,Protected Area Management
ES,ENVS,5021,Urban Development Processes
ES,ENVS,5061,Environmental Law & Justice
ES,ENVS,5070,Extraction and its Discontents: A Social History and Political Economy
ES,ENVS,5073,"New Social Movements, Activism and Social Change"
ES,ENVS,5100,Interdisciplinary Research in Environmental Studies
ES,ENVS,5103,Nature and Society
ES,ENVS,5106,Feminist Perspectives in Environmental Studies
ES,ENVS,5112,Ecology In Environmental Studies
ES,ENVS,5119,Resource Management
ES,ENVS,5121,Introduction to Planning
ES,ENVS,5124,Development and Global Inequalities
ES,ENVS,5150,Perspectives on Green Business
ES,ENVS,5161,Local Government Organization and Operation
ES,ENVS,5164,Environmental Economics
ES,ENVS,5178,Canadian Environmental Policy I
ES,ENVS,5599,Readings In Environmental Studies
ES,ENVS,5699,Field Experience
ES,ENVS,6102,Transitions in Environmental Studies
ES,ENVS,6112,Biological Conservation
ES,ENVS,6115,Ecological Economics
ES,ENVS,6116,Resource Management
ES,ENVS,6117,Ecology In Third World Development
ES,ENVS,6118,Applied Ecology
ES,ENVS,6120,Public Involvement And Planning
ES,ENVS,6121,"Community, Energy & Planning"
ES,ENVS,6124,Urban-Regional Planning: International and Comparative Perspectives
ES,ENVS,6126,Community Planning and Housing
ES,ENVS,6127,Community Organizing & Development: Theo
ES,ENVS,6128,Urban Transportation Planning
ES,ENVS,6129,Social Policy and Planning
ES,ENVS,6130,Planning Theory
ES,ENVS,6131,Environmental Planning
ES,ENVS,6132,Environmental Design
ES,ENVS,6133,Plurality and Planning
ES,ENVS,6136,Health and Environment
ES,ENVS,6149,Culture and the Environment
ES,ENVS,6150,Popular Education for Social Change: I Theory & Practice
ES,ENVS,6151,Popular Education for Social Change: Part 2 Practice & Theory
ES,ENVS,6152,Reshaping Research with Aboriginal Peoples
ES,ENVS,6153,Native/Canadian Relations
ES,ENVS,6164,Environmental Law
ES,ENVS,6165,Land Use Planning Law
ES,ENVS,6173,Politics and Planning
ES,ENVS,6178,Canadian Enviromental Policy II
ES,ENVS,6179,Climate Change:  Science and Policy
ES,ENVS,6180,Applied Research Methods: Policy & Regulatory Studies
ES,ENVS,6183,Applied Research Methods: Qualitative Methods
ES,ENVS,6189,GIS in Planning and Resource Management
ES,ENVS,6325,Critical Urban Planning Workshop
ES,ENVS,6330,Bioregional Planning Workshop
ES,ENVS,6348,Cultural Production Workshop:  Performance-Based Practice
ES,ENVS,6349,Cultural Production Workshop
ES,ENVS,6401,Disasters: Concepts and Causes
ES,ENVS,6499,External to York
ES,ENVS,6599,Individual Directed Study
ES,ENVS,6699,Field Experience
ES,ENVS,7599,Individual Directed Study
ES,ENVS,7699,Field Experience
ES,ENVS,7798,M.E.S. Major Portfolio Independent Work
ES,ENVS,7799,M.E.S. Major Project Independent Work
ES,ENVS,7899,M.E.S .Major Paper Independent Work
ES,ENVS,7899,M.E.S. Major Paper Independent Work
ES,ENVS,7999,M.E.S. Thesis Research
ES,ENVS,8102,Ph.D  Research Seminar
ES,ENVS,8599,Individual PhD Research
ES,ENVS,8699,Field Experience
FA,ARTH,1130,Introduction to Art History
FA,ARTH,1900,Art in the City
FA,ARTH,2340,The Art of Asia
FA,ARTH,2540,"Early Christian, Byzantine and Early Medieval Art and Architecture"
FA,ARTH,2560,Renaissance Art and Architecture
FA,ARTH,2620,Classicism to Symbolism
FA,ARTH,2930,History of Photography
FA,ARTH,3345,Visual Culture in Modern Asia
FA,ARTH,3350,Representation of Indigenous North Americans in Art and Popular Visual Culture
FA,ARTH,3450,Leonardo da Vinci: Art and Science
FA,ARTH,3611,Curatorial Studies: Practices of Display
FA,ARTH,3620,Stained Glass as a Modern Art
FA,ARTH,3620,The Painting of Modern Life: Studies in Realism and Impressionism
FA,ARTH,3680,"Art, Politics and Society"
FA,ARTH,3690,Theoretical Issues in Contemporary Art
FA,ARTH,3710,Memory and Place
FA,ARTH,4100,Independent Studies: Art History
FA,ARTH,4342,Visual Spectacle in Asia
FA,ARTH,4351,Issues in Contemporary Indigenous Art
FA,ARTH,4400,The Sensorium
FA,ARTH,4540,Romanesque Architecture in Normandy and England
FA,ARTH,4660,Dada and Neo-Dada
FA,ARTH,4940,"Art, Music, Image, Sound: Intersections"
FA,DANC,1205,Contemporary/Ballet Dance Forms
FA,DANC,1206,Contemporary/Ballet Dance Forms
FA,DANC,1207,Contemporary/Ballet Dance Forms
FA,DANC,1208,Contemporary/Ballet Dance Forms
FA,DANC,1215,Contemporary/Modern Dance Forms
FA,DANC,1216,Contemporary/Modern Dance Forms
FA,DANC,1217,Contemporary/Modern Dance Forms
FA,DANC,1218,Contemporary/Modern Dance Forms
FA,DANC,1220,Fundamentals of Physical Practice
FA,DANC,1271,Dance Production
FA,DANC,1340,Dance Studies: An Introduction
FA,DANC,1500,The Dance Experience
FA,DANC,1900,"Dance, Film, and Culture"
FA,DANC,2205,Contemporary/Ballet Dance Forms
FA,DANC,2206,Contemporary/Ballet Dance Forms
FA,DANC,2207,Contemporary/Ballet Dance Forms
FA,DANC,2208,Contemporary/Ballet Dance Forms
FA,DANC,2215,Contemporary/Modern Dance Forms
FA,DANC,2216,Contemporary/Modern Dance Forms
FA,DANC,2217,Contemporary/Modern Dance Forms
FA,DANC,2218,Contemporary/Modern Dance Forms
FA,DANC,2225,Choreography
FA,DANC,2226,Choreography
FA,DANC,2271,Dance Production Practicum
FA,DANC,2320,Dance Kinesiology
FA,DANC,2330,Dance Studies: Research in Action
FA,DANC,2360,Movement Observation
FA,DANC,2368,Pedagogy I: Introduction to Dance Education
FA,DANC,2501,Introduction to Dance Studio I
FA,DANC,2502,Introduction to Dance Studio II
FA,DANC,2510,Philippine Folk Dance I
FA,DANC,2510,Traditional and Current Dances of Sub-Saharan Africa
FA,DANC,3205,Contemporary/Ballet Dance Forms
FA,DANC,3206,Contemporary/Ballet Dance Forms
FA,DANC,3207,Contemporary/Ballet Dance Forms
FA,DANC,3208,Contemporary/Ballet Dance Forms
FA,DANC,3215,Contemporary/Modern Dance Forms
FA,DANC,3216,Contemporary/Modern Dance Forms
FA,DANC,3217,Contemporary/Modern Dance Forms
FA,DANC,3218,Contemporary/Modern Dance Forms
FA,DANC,3220,Choreography
FA,DANC,3235,Performance
FA,DANC,3236,Performance
FA,DANC,3240,Dance Ensemble Apprenticeship
FA,DANC,3271,Intermediate Dance Production Practicum
FA,DANC,3321,Prevention and Care of Dance Injuries
FA,DANC,3330,Dance Studies: Worlds of Dance
FA,DANC,3340,Dance Studies:  Choreographic History
FA,DANC,3368,Dance Pedagogy II: Dance in Early to Middle Childhood
FA,DANC,3369,Dance Pedagogy III: Dance in Preadolescence and Beyond
FA,DANC,3400,Dance Research in Communities
FA,DANC,3501,Intermediate Dance Studio I
FA,DANC,3502,Intermediate Dance Studio II
FA,DANC,3510,Contemporary World Dance Forms:  Philippine Folk Dance III
FA,DANC,3510,Contemporary World Dance Forms:  Traditional and Current Dances of Sub-Saharan Africa
FA,DANC,3540,Dance and Popular Culture
FA,DANC,3560,Urban Dance Practice
FA,DANC,4205,Contemporary/Ballet Dance Forms
FA,DANC,4206,Contemporary/Ballet Dance Forms
FA,DANC,4207,Contemporary/Ballet Dance Forms
FA,DANC,4208,Contemporary/Ballet Dance Forms
FA,DANC,4215,Contemporary/Modern Dance Forms
FA,DANC,4216,Contemporary/Modern Dance Forms
FA,DANC,4217,Contemporary/Modern Dance Forms
FA,DANC,4218,Contemporary/Modern Dance Forms
FA,DANC,4220,Choreography
FA,DANC,4221,Interactive Stage: Explorations in electronically mediated performance
FA,DANC,4245,Dance Ensemble I
FA,DANC,4246,Dance Ensemble II
FA,DANC,4270,Lighting Design for Dance I
FA,DANC,4271,Advanced Dance Production Practicum
FA,DANC,4300,Aesthetics of Dance and Related Arts
FA,DANC,4400,Senior Projects
FA,DANC,4401,Independent Studies
FA,DATT,1000,Introduction to Interactive Digital Media
FA,DATT,1100,Fundamentals of Digital Media Studies
FA,DATT,1939,Making Interactive New Media Art
FA,DATT,2000,Introduction to Physical Computing
FA,DATT,2010,Physical Computing II
FA,DATT,2050,Media Signal Processing
FA,DATT,2100,Publishing in Digital Media
FA,DATT,2936,Designing Interactive Objects I
FA,DATT,3929,Internship Work Term
FA,DATT,3931,Interactive Installation and Performance I
FA,DATT,3935,New Media Forms: The Database
FA,DATT,3936,Designing Interactive Objects II
FA,DATT,4931,Interactive Installation & Performance II
FA,DATT,4932,Interactive Stage: Explorations in electronically mediated performance
FA,FACS,4122,Community Arts Practice Practicum Seminar
FA,FILM,1001,Making Movies
FA,FILM,1020,Introduction to Filmmaking II
FA,FILM,1120,Introduction to Screenwriting
FA,FILM,1400,Film Art: An Introduction
FA,FILM,1401,Introduction to Film (for Non-Majors)
FA,FILM,1701,Hollywood: Old and New
FA,FILM,1900,Anatomy of the Feature Film
FA,FILM,2010,Film and Video Production
FA,FILM,2120,Screenwriting Fundamentals (Production)
FA,FILM,2121,Screenwriting Fundamentals
FA,FILM,2170,Production Planning & Management
FA,FILM,2200,"Cinema, Modernity and Technology"
